idx	source	genre	prev	current	next	pred	comp	ecomark	eco	context+target	question	prompt	relation	a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	a14	a15	a16	a17	a18	a19	a20	a21	95% CI lower bound	95% CI upper bound	mean	sd	entailment	embagr	embtns	embtnsm	general_fact	embper	mtrtns	mtrtnsm	mtrper
106091	NPRW2000000001.709	신문	김 연구원은 “지난해 70%를 넘었던 가동률이 다시 60%대로 떨어졌다”며 “중국 정부의 강제보다 중국 철강회사의 자발적 감산에 의한 것이라는 점이 주목할 만하다”고 말했다. 지난해 10월 달러당 7위안을 넘봤던 환율이 달러당 6.75위안까지 떨어진 것도 호재다. 무역분쟁 장기화와 세계 철강 수요의 절반가량을 차지하는 건설경기 둔화는 철강 업황 회복을 늦출 위험 요인으로 꼽힌다. 	다만 전문가들은 국내 철강업체의 기초 체력이 좋아져 예전처럼 실적이 곤두박질칠 가능성은 거의 없다고 입을 모은다. 	금융정보업체 에프앤가이드에 따르면 포스코의 올해 예상 영업이익은 5조2247억원이다. 지난해 영업이익 추정치(5조5966억원)보다 적지만 2014~2017년의 2조~4조원을 웃돈다. 박현욱 현대차증권 연구원은 “포스코의 현재 주가순자산비율(PBR:주가/주당순자산)은 0.46배로 외환위기 때인 1997년 수준(0.44배)”이라고 말했다.	없다	ㄹ_가능성		없음	무역분쟁 장기화와 세계 철강 수요의 절반가량을 차지하는 건설경기 둔화는 철강 업황 회복을 늦출 위험 요인으로 꼽힌다. 다만 전문가들은 국내 철강업체의 기초 체력이 좋아져 예전처럼 실적이 곤두박질칠 가능성은 거의 없다고 입을 모은다. 금융정보업체 에프앤가이드에 따르면 포스코의 올해 예상 영업이익은 5조2247억원이다.	다음 문장에 대해 위 보기의 필자(화자)는 어느 정도로 확신한다고 생각하십니까?	국내 철강업체의 실적이 곤두박질칠 것이다	모순	2	2	1	2	2	2	2	1	1	4	2	2	2	1	1	2	4	1	2	2		1.52649 	2.27351 	1.9	0.852241626	contradiction	n	미래	없음	n	3	현재	없음	3
301043	SBRW1900003283.1	구어	P2: 그렇다면 연장 근무 한도를 준수하기 위해서 우리는 근로 시간을 앞으로는 좀 단축하겠다라고 했을 때 이것은 법령의 규정을 준수하기 위해서 부득이하게 단축하는 것이거든요. P1: 예. P2: 그러면 근로자들이 연장 근무를 적게 해서 소득이 감소하게 되는데 그거를 과연 근로 조건이 저하됐다고 해서 근로자의 별도 동의를 받아야 한다고 보느냐 그것은 그렇지 않다는 것이죠. P1: 어어 P2: 법을 준수하기 위한 부득이한 조치이기 때문에 P1: 예. P2: 그렇기 때문에 경우도 마찬가지라고 생각됩니다. 여태까지는 관행적으로 비과세로 신고를 해왔으나 이것은 사실은 위법한 것이고 P1: 네. P2: 이것을 올바르게 바로잡기 위한 조치이기 때문에 그런 것은 매우 정상적인 조치이고 P1: 예. 	P2: 그렇기 때문에 별도로 근로자의 동의를 받아야 하는 항목이라고 보기는 어려울 것이다. 	P1: 네. P2: 저는 그렇게 생각이 되네요. P1: 예. 혹시 지금까지 그래 왔던 게 이제 조금 나중에라도 뭐 문제가 될 여지는 없겠습니까? P2: 물론 문제가 될 소지는 있죠. P2: 당연히 그것은 어떤 조사를 받는다든가 했을 때 실제로 비과세 항목이 되지 않는 부분에 대해서 비과세 혜택을 받아온 것이기 때문에 어~ 당연히 어~ 소득세의 차익이라든가 아니면 건강보험료 등을 과소 납부한 부분 이런 부분에 대해서는 추가로 징수될 수 있는 염려가 있는 것이고요. P1: 어~ 네. P2: 그렇기 때문에 사업주께서도 지금 어쩔 수 없이 P1: 그러니까 P2: 이런 개선 조치를 하고자 하는 것인 거죠. P1: 지금이라도 어서 하루 리 하셔야 되는 부분이군요. 사실은 	보다	라고_		없음	그렇기 때문에 경우도 마찬가지라고 생각됩니다. 여태까지는 관행적으로 비과세로 신고를 해왔으나 이것은 사실은 위법한 것이고 이것을 올바르게 바로잡기 위한 조치이기 때문에 그런 것은 매우 정상적인 조치이고 그렇기 때문에 별도로 근로자의 동의를 받아야 하는 항목이라고 보기는 어려울 것이다. 저는 그렇게 생각이 되네요.	다음 문장에 대해 위 보기의 필자(화자)는 어느 정도로 확신한다고 생각하십니까?	관행적으로 비과세로 신고해 온 것을 바로잡기 위한 조치는 별도로 근로자의 동의를 받아야 하는 항목이다	모순	4	1	2	1	2	1	2	2	1	1	1	1	2	2	2	1	1	2	2	2		1.32342 	1.97658 	1.65	0.74515982	contradiction	n	현재	없음	n	3	현재	없음	1
303090	SBRW1900010470.1	구어	P2: 여러분도 이렇게 따뜻하게 미리미리 대비하시면 좋겠네요. P1: 네. 그렇습니다. P1: 오늘 첫 소식 연예가 핫 이슈로 시작합니다.최근 연예가를 뜨겁게 달군 두 가지 소식 준비하셨다고요? P3: 네. 그렇습니다. P3: 어 배우들의 흡입력 있는 연기와 정말 탄탄한 스토리로 많은 사랑을 받았던 수목 드라마 내 뒤에 테리우스가 드디어 대단원의 막을 내렸습니다. P2: {laughing} 슬퍼하시네요. P3: 그래서 네. P3: 오늘 연예가 핫이슈에서는 내 뒤에 테리우스 명장면과 또 종방영이 있었어요. P3: 그 현장의 모습을 담아봤습니다. P3: 잠시 뒤에 전해드리고요.	P3: 자 이천십오년 연인 사이라고 밝혔던 홍상수 감독과 배우 김민희 씨가 최근 들어 경기도 하남에 있는 한 마트에서 자주 목격이 되고 있다고 합니다.	P3: 어떻게 된 일인지 현장으로 가보시죠. P3: 지난 십삼일 한 마트에서 찍힌 사진이 공개되면서 세간의 관심이 집중되고 있습니다. P3: 바로 홍상수 김민희 씨의 모습인데요.자 두 사람은 왜 이곳에서 자주 목격이 되는 걸까요? P3: 네. 주민의 말대로 따라가 보니 정말 똑같은 마트가 있습니다. P3: 어 사진과 비교해 봐도 이곳이 맞는데요.자 두 사람이 경기도 하남에 이곳 마트를 자주 찾는 이유 뭘까요? P3: 네. 두 사람은 직원이 어 직원 말로는 두 사람이 자주 마트를 찾는다고 얘기합니다.이들이 하남에 자주 모습을 보이는 이유 뭘까요? 네. 작년 삼월이었죠? 공식적으로 연인 사이임을 밝힌 두 사람 P3: 네. 공식 석상에 레드 카펫 위에서도 손을 꼭 잡고 있는 모습과 그리고 커플링을 낀 모습까지 포착되기도 했습니다. P3: 자 이같은 파격 행보 이후 연이어 터진 결별설과 또 이에 대한 반박설로 논란이 되기도 했는데요.네. 두 사람은 지난 팔월이었죠? P3: 스위스에서도 열린 국제 영화제에서 함께 하는 모습을 보이기도 했습니다. P3: 해외에서는 당당히 애정을 과시하는 두 사람 하지만 국내 언론에서는 모습을 드러내지 않는데요.네. 작년 한 복합 쇼핑몰에서 포착된 이후 하남에 자주 목격되고 있는 두 사람 	하다	다고_		없음	잠시 뒤에 전해드리고요. 자 이천십오년 연인 사이라고 밝혔던 홍상수 감독과 배우 김민희 씨가 최근 들어 경기도 하남에 있는 한 마트에서 자주 목격이 되고 있다고 합니다. 어떻게 된 일인지 현장으로 가보시죠.	다음 문장에 대해 위 보기의 필자(화자)는 어느 정도로 확신한다고 생각하십니까?	홍상수 감독과 배우 김민희 씨가 최근 들어 경기도 하남에 있는 한 마트에서 자주 목격이 되고 있다	함의	7	5	5	6	5	4	4	6	5	4	6	7	5	7	7	6	7	5	6	6		5.19420 	6.10580 	5.65	1.039989878	entailment	n	현재	없음	n	3	현재	없음	3
305038	SBRW1900012131.1	구어	P1: 예. P2: 이유는 커다란 눈을 들여다 보고 있으면 그저 행복했다 라고 P1: 아하 P2: 이중섭 화백이 밝힌 바가 있습니다. P2: 그리고 그냥 소도 그냥 소가 아니었죠.굉장히 격렬한 터치로 그렸는데 P1: 그렇죠. 예. P2: 이~ 격렬한 터치에서 여러 가지를 느낄 수 있는 거 같습니다. 시대에 아픔은 물론이고 개인에 고독 또 가족에 대한 그리움이라던지 에~ 이런 것도 느낄 수가 있고 또 어떤 소는 좀 흰 소를 많이 그리기도 했고 P1: 네. P2: 형체를 알아볼 수 없을 정도로 엉켜있는 그런 소들도 나와 있는데 P1: 예. 네. 	P2: 이 소 안에 보면은 고통과 절망에서부터 희망과 의지까지 또 나아가서는 해학까지 포함되어 있었지 않나 라고 	P1: 네. P2: 생각이 들고 특히 그~ 소에 그~ 터치 자유 분방한 선묘 여기서는 이제 격렬한 동세를 표현했다 라고 볼 수 있겠고요. P1: 네. P2: 그리고 또 이제 담배갑이나 은종이 위에 그림을 그렸던 거 이~ 송곳이나 나무 펜을 활용한 것이죠. P1: 예. P2: 예. 이것이 또 독특한 가치를 지니면서 나중에 그~ 뉴욕 현대 미술관에 또 전시가 되기도 했습니다. P1: 네. 예. 아~ 참 외롭고 안타까운 비운에 예술가기도 하지만 오늘날 우리들에게는 훌륭한 작품으로 아~ 기억되고 있는 아~ 이중섭 마지막으로요. 그에 삶과 예술 어떤 의미가 있는지 정리해 주실까요? P2: 네. 오늘 들여다 봤던 사연이나 일화들을 보면은 그가 겪었던 인생에 아픔이 다 예술로 승화되었다 라고 하는 그~ 예술가로서에 전형적인 그런 행복으로 우리가 볼 수 있었구요. P1: 네. P2: 삶 전체가 오롯이 화폭 안에 스며들어 있었다 라고 정리를 할 수 있겠습니다. 	생각들다	라고_		없음	이중섭 화백이 밝힌 바가 있습니다. 그리고 그냥 소도 그냥 소가 아니었죠.굉장히 격렬한 터치로 그렸는데 시대에 아픔은 물론이고 개인에 고독 또 가족에 대한 그리움이라던지 에~ 이런 것도 느낄 수가 있고 또 어떤 소는 좀 흰 소를 많이 그리기도 했고 형체를 알아볼 수 없을 정도로 엉켜있는 그런 소들도 나와 있는데 이 소 안에 보면은 고통과 절망에서부터 희망과 의지까지 또 나아가서는 해학까지 포함되어 있었지 않나 라고 생각이 들고 특히 그~ 소에 그~ 터치 자유 분방한 선묘 여기서는 이제 격렬한 동세를 표현했다 라고 볼 수 있겠고요.	다음 문장에 대해 위 보기의 필자(화자)는 어느 정도로 확신한다고 생각하십니까?	이중섭 화백의 그림 소 안에는 고통과 절망에서부터 희망과 의지, 나아가 해학까지 포함되어 있었다	중립	6	6	6	6	7	6	6	5	6	6	7	7	4	6	6	6	7	5	6	5		5.61729 	6.28271 	5.95	0.759154655	entailment	n	과거	었/았	n	3	현재	없음	1
304003	SBRW1900012346.1	구어	P4: (()) 그렇죠. P2: 아~ 그 포인트를 깜빡했네요. P2: 이십팔일밖에 없는 바람에 재정비를 잘 못하고 일단은 그런데 {laughing} 과학계에는 아주 많은 일이 있었습니다. P2: 일단 간단하게 과학계 단신을 먼저 소개해 드릴게요.나 왠지 이 농담하고 싶었는데 과학계 단신은 케이 박사님 막 이런 P1: 아~ 단신 P2,P3,P4: {laughing} P1: 사실 많습니다. P4: 제가 여기 했던 게 되게 마음에 들어요. P4: 제가 다른 데 가면 최단신인데 여기는 뭐 꼭 그렇지는 않더라고요. P2: 네. 먼저 아까 화성 뉴스랑 조금 연결될 거 같은데요. 	P2: 좋은 소식 하나는 이천삼십년 생에 기대수명이 여자 구십 점 팔 세 남자 팔십사 점 일 세로 우리나라가 세계 일위를 했다는 소식이 있었습니다.	P3: 아~ 우리나라가요? P1: 이천삼십년생들이요? P2: 네네. 그래서 이천삼십년에 태어난 여자 아이들은 평균적으로 구십 점 팔세를 살 수 있고 이천삼십년 육십세가 되는 한국 여성들은 그 이후에도 이십 칠 점 몇 달을 더 살 수 있다고 해요. P3: 그럼 한 여든일곱까지 산다는 얘기 아니에요? P2: 그렇죠. P1: 그건 이천삼십년에 육십세가 되는 여자 분들은 그렇고 P2: 되는 여주 분들은 그렇고 P1: 남자 분들은 이천삼십년에 태어나야 되고요? P2: 아니요. 남자 분 남자 분들은 이거보다 못 사는 거죠. P2: 그러니까 여자가 더 높아요.	있다	다는_소식		없음	먼저 아까 화성 뉴스랑 조금 연결될 거 같은데요. 좋은 소식 하나는 이천삼십년 생에 기대수명이 여자 구십 점 팔 세 남자 팔십사 점 일 세로 우리나라가 세계 일위를 했다는 소식이 있었습니다. 그래서 이천삼십년에 태어난 여자 아이들은 평균적으로 구십 점 팔세를 살 수 있고 이천삼십년 육십세가 되는 한국 여성들은 그 이후에도 이십 칠 점 몇 달을 더 살 수 있다고 해요.	다음 문장에 대해 위 보기의 필자(화자)는 어느 정도로 확신한다고 생각하십니까?	이천삼십년 생에 기대수명이 여자 구십 점 팔 세, 남자 팔십사 점 일 세로 우리나라가 세계 일위를 했다	함의	7	4	7	6	6	6	6	7	7	7	7	6	7	7	7	7	5	6	7	5		5.96647 	6.73353 	6.35	0.87509398	entailment	n	과거	었/았	n	3	과거	었/았	3
401041	SBRW1900017468.1	대화	P3: 특히 작년에 이제 그~ 한대련 활동을 적극적으로 하는 총학생회가 당선이 돼 가지구요. P2: 네. P3: 음 총학생회 회장이 한대련 의장 선거에도 출마를 하고 P2: 네. P3: 한대련에 행사를 고려대 학내에 적극적으로 유치하는 등 P2: 예. P3: 한대련 활동을 매우 많이 했습니다. P1,P2: 예. P3: 그러다 보니까 총학생회가 학생들을 위한 활동을 -하지- -않- 하는 게 아니라 P2: 네. 	P3: 그~ 외부 단체의 일을 더 많이 한다라는 비판이 굉장히 많았구요. 	P1: 아~ P2: 정치 행사를 많이 한다. 이런 얘깁니까? 그러면 P3: 예. 정치행사도 많이 했구요. P3: 그리고 어~ 좀 민주적인 절차가 많이 훼손이 됐어요. P3: 예를 들어서 한대련의 어~ 행사 중에 하나인 새내기 콘서트라는 게 있습니다. P1: 네. P2: 예예. P3: 그 콘서트를 고려대학교 중앙 광장에서 진행을 하겠다라고 한대련에서 결정을 했어요. P3: 근데 그 곳은 학생들이 공부를 하는 열람실이 많은 공간입니다. P2: 네. 	많다	라는_비판		없음	P3: 한대련에 행사를 고려대 학내에 적극적으로 유치하는 등 P2: 예. P3: 한대련 활동을 매우 많이 했습니다. P1,P2: 예. P3: 그러다 보니까 총학생회가 학생들을 위한 활동을 -하지- -않- 하는 게 아니라 P2: 네. P3: 그~ 외부 단체의 일을 더 많이 한다라는 비판이 굉장히 많았구요. P1: 아~ P2: 정치 행사를 많이 한다. 이런 얘깁니까? 그러면 P3: 예. 정치행사도 많이 했구요.	다음 [문장]의 내용에 대해 위 대화의 P3은 어느 정도로 확신한다고 생각하십니까?	총학생회가 외부 단체의 일을 더 많이 한다	중립	7	6	6	7	5	6	6	6	7	6	5	6	4	6	7	6	4	5	4	6		5.32639 	6.17361 	5.75	0.966545667	entailment	n	현재	없음	n	3	과거	었/았	3
303002	SBRW1900009843.1	구어	P3: 도토리로 된장을 담근다는데요. P1: 어~ P3: 네. P3: 이렇게 발효시킨 도토리를 메줏가루와 소금 물과 잘 섞여주면 상실장이 완성되는데요. P3: 그리고 또 무즙 대신 콩물을 넣은 태각장도 있구요. P3: 도토리 대신 밀기울을 넣고 버무리면 기와장도 완성이 됩니다. P3: 순식간에 네 종류에 전통장이 만들어졌는데요. P1: 어~ 이름들이 특이해요. P3: 그렇죠? 짠맛에 대명사라 할 정도로 짜디짠 된장이지만 오백 년 전에 만들었던 장은 염도가 어떻게 될까? P3: 일정한 양을 물에 희석해서 한번 염도를 측정해 봤더니요.	P3: 평균 무려 십 점 이오 퍼센트로 일반 된장보다 염도가 낮은 것으로 확인이 됐습니다.	P2: 어~ P3: 이렇게 오백 년 전통장 맛은 어떨까요? P3: 이게 재료에 종류에 따라 독특한 맛을 내기 때문에 다양한 요리에 활용할 수 있더라고요. P2: 음~ P3: 뜨끈뜨끈한 밥 위에 척 얹어가지고 P2: 아~ 맛있겠다. P3: 된장찌개 슥슥 비벼서 한입 먹으면 그냥 P3: 네. P3: 이렇게 각양각색 매력 터지는 오백 년 전통장으로 색다른 된장요리 만들어보세요. P2: 네. 	확인되다	ㄴ_것으로_		없음	짠맛에 대명사라 할 정도로 짜디짠 된장이지만 오백 년 전에 만들었던 장은 염도가 어떻게 될까? 일정한 양을 물에 희석해서 한번 염도를 측정해 봤더니요. 평균 무려 십 점 이오 퍼센트로 일반 된장보다 염도가 낮은 것으로 확인이 됐습니다. 이렇게 오백 년 전통장 맛은 어떨까요?	다음 문장에 대해 위 보기의 필자(화자)는 어느 정도로 확신한다고 생각하십니까?	오백 년 전에 만들었던 장은 일반 된장보다 염도가 낮다	함의	6	7	7	7	7	7	7	6	7	7	7	7	7	7	7	7	7	7	7	7		6.76510 	7.03490 	6.9	0.307793506	entailment	n	현재	없음	y	3	과거	었/았	3
304042	SBRW1900002737.1	구어	P1: 네. P2: 제가 지금 이것을 좀 -들여- 그 이렇게 -진- 진상조사를 하는 과정을 보면서 좀 느꼈던 바는 진상조사단에 분명히 검사들이 함께하고 있거든요. P1: 네. P2: 근데 강제수사권이 없다는 거죠. 그래서 어떻게 보면 정말 중요한 사람을 이게 소환을 하기도 어렵고 P1: 네. P2: 그래서 굉장히 조사에 한계가 있다는 생각이 듭니다. 그래서 만약에 이걸 쪼끔 더 실효성 있게 하려면 P1: 네. P2: 진사도 조사단에도 좀 강제 수사권을 줘야 되지 않나라는 생각이 들고요. 그리고 지금까지는 지금 아까 청취자분들께서 말씀하시듯이 어떻게 보면 경찰과 검찰도 -엇- 그~ 자기들의 -엇- 뭐 입신양명이든 무엇을 위해서든 자기가 맡은 사건이 이렇게 처리하는 것이 정의롭지 않다라는 생각을 하더라도 그것을 그냥 잠깐 눈 감고 은폐하면 잠깐 넘어가면 된다라는 생각을 P1: 예. P2: 하고 계실 거 가태요. 근데 그것을 절대 이런 진상조사를 통해서 당신이 조사했던 내용이 이후에 미래에 누군가를 통해서 다시 -보여- 보게 될 것이고 	P2: 당신의 과오는 반드시 짚어질 것이다라는 것을 이 저는 알게 하는 것이 굉장히 중요하다는 생각이 들구요.	P1: 네. P2: 현재 이제 개개의 사건별로 공소시효를 좀 다르게 봐야 된다라는 법안이라던지 이런 것들을 -제안- 제안하시는 분들이 계신데 저는 그게 굉장히 쪼끔 실효성은 낮다라는 생각이 드는데 P2: 저는 어떤 측면에서 이게 경찰과 검찰의 이런 -이- 이와 같은 직권남용과 -직- 직무유기에 관련해서는 조금 공소시효를 다르게 본다든가 조금 다른 법 다른 뭐 그~ 규정을 통해서 처벌해야 되지 않을까라는 생각을 하고 있습니다. P1: 네. P1: 공소시효 말씀하시니까 저희 청취자도 같은 말씀 하시는 분이 계시네요. P1: 친일갑질청산 님 이런 권력자들이나 재벌에 대한 사건은 공소시효를 없애야 합니다. P1: 특히 권력이나 돈이 많은 재벌의 경우 처벌수위도 좀 비례적으로 해야 하는 거 아닌가요라는 의견을 주셨네요. P1: 그리고 참새팔 님 부실조사를 한 경찰 검찰 꼭 밝혀서 다시 처벌해야지요라는 의견 주셨는데요. P1: 어~ 하여튼 법적인 그~ 한계를 떠나서 이런 감정이 있다라는 거 그 부분을 좀 다들 아셔야 될 거 같습니다. P1: 오늘은 여기까지 해야 될 거 같습니다.	알게 하다	라는_것을_		없음	그리고 지금까지는 지금 아까 청취자분들께서 말씀하시듯이 어떻게 보면 경찰과 검찰도 -엇- 그~ 자기들의 -엇- 뭐 입신양명이든 무엇을 위해서든 자기가 맡은 사건이 이렇게 처리하는 것이 정의롭지 않다라는 생각을 하더라도 그것을 그냥 잠깐 눈 감고 은폐하면 잠깐 넘어가면 된다라는 생각을 하고 계실 거 가태요.근데 그것을 절대 이런 진상조사를 통해서 당신이 조사했던 내용이 이후에 미래에 누군가를 통해서 다시 -보여- 보게 될 것이고 당신의 과오는 반드시 짚어질 것이다라는 것을 이 저는 알게 하는 것이 굉장히 중요하다는 생각이 들구요. 현재 이제 개개의 사건별로 공소시효를 좀 다르게 봐야 된다라는 법안이라던지 이런 것들을 -제안- 제안하시는 분들이 계신데 저는 그게 굉장히 쪼끔 실효성은 낮다라는 생각이 드는데	다음 문장에 대해 위 보기의 필자(화자)는 어느 정도로 확신한다고 생각하십니까?	경찰과 검찰의 과오는 반드시 짚어질 것이다	중립	6	2	6	6	7	6	7	7	6	7	7	7	5	6	5	7	6	5	6	5		5.42803 	6.47197 	5.95	1.190974833	entailment	n	미래	(으)'@@ㄹ_것_/겠	n	3	현재	은/는	3
104015	NLRW2000000024.538	신문	월별로 볼 때 사람들은 한해의 시작점 1월과 하반기 시작점 7월에 귀농귀촌을 생각하고, 결정권은 남성이 여성보다 3배 가까이 높다는 흥미로운 결과가 나왔다. 청양군 농업기술센터가 발표한 '2018년 청양지역 귀농귀촌 상담 통계분석'에 따르면 지난해 전체 상담자 675명 중 7월이 78명으로 가장 많고, 1월이 73명으로 뒤를 이었다. 상담자 수가 가장 적은 12월(35명)에 비해 2배 이상 높다.	이 같은 결과는 해를 마무리하는 시점보다 출발점에서 새 희망의 방편으로 귀농귀촌을 선택한다는 것을 시사한다.	귀농귀촌 결정이나 주도적인 역할은 지난해 기준 남성 72%, 여성 28%로 나타났다. 2017년 남성 71.4%, 여성 28.6%와 큰 차이가 없다. 귀농귀촌 희망자의 주된 관심사는 의료·문화 등 생활전반, 귀농 소요자금, 자녀교육, 거주공간 순으로 조사됐다.	시사하다	다는_것을_		없음	상담자 수가 가장 적은 12월(35명)에 비해 2배 이상 높다. 이 같은 결과는 해를 마무리하는 시점보다 출발점에서 새 희망의 방편으로 귀농귀촌을 선택한다는 것을 시사한다.	다음 문장에 대해 위 보기의 필자(화자)는 어느 정도로 확신한다고 생각하십니까?	해를 마무리하는 시점보다 출발점에서 새 희망의 방편으로 귀농귀촌을 선택한다	함의	4	6	7	6	7	6	7	7	6	7	6	7	6	7	6	6	7	5	6	6		5.90535 	6.59465 	6.25	0.786397516	entailment	n	현재	은/는	n	3	현재	은/는	3
303111	SBRW1900015623.1	구어	P2: 그렇죠. 이라면 P1: 예. P2: 그 전제로 P1: 예. P2: 하는 겁니다. 근데 그게 아니라 지금 문제가 되는 건 이 지인들에 고소 내용은 내가 슈 씨 카지노에 만나서 카지노에서 돈이 필요하다고 해서 돈을 빌려줬는데 P1: 예. P2: 처음부터 나한테 돈을 갚을 의사도 없었던 것 같고 P1: 예. P2: 그리고 변제할 능력도 안 됐던 것 같다. 그러니까 P1: 예. 	P2: 애시당초 돈을 안 갚으려고 하면서 돈을 빌렸으니 이건 사기라고 고소를 한 거고 	P1: 예. P2: 그래서 그 부분에 대해서 조사를 하는 건데 이제 이게 결국 쟁점입니다. 그까 슈 씨가 처음부터 갚을 의사가 없었는지 그리고 지금 돈이 아예 없어서 변제할 능력 자체가 없음에도 불구하고 그렇게 큰돈을 빌렸는지 P1: 아하 그러네요. P2: 그게 인정이 된다면 P1: 예. P2: 사기 죄에 해당할 수도 있는 거고 P1: 예. P2: 다만 자력이 되는 상태에서 아직까지 돈을 갚는 게 좀 미뤄진 상황이라면 P1: 예. P2: 그거는 이제 형사적으론 처벌받지 않고 민사상 채무 불이행 책임을 질 수 있는 그런 상황입니다. 	고소하다	라고_		없음	근데 그게 아니라 지금 문제가 되는 건 이 지인들에 고소 내용은 내가 슈 씨 카지노에 만나서 카지노에서 돈이 필요하다고 해서 돈을 빌려줬는데  처음부터 나한테 돈을 갚을 의사도 없었던 것 같고 그리고 변제할 능력도 안 됐던 것 같다. 그러니까   애시당초 돈을 안 갚으려고 하면서 돈을 빌렸으니 이건 사기라고 고소를 한 거고 그래서 그 부분에 대해서 조사를 하는 건데 이제 이게 결국 쟁점입니다.	다음 문장에 대해 위 보기의 필자(화자)는 어느 정도로 확신한다고 생각하십니까?	슈 씨가 지인들에게 돈을 빌린 것은 사기다	함의	4	4	6	4	6	4	4	6	4	4	5	4	4	7	4	4	4	4	6	4		4.16404 	5.03596 	4.6	0.994722918	neutral	n	현재	없음	n	3	과거	없음	3
